loan_id,origination_date,grade,region,product_type,ead,pd,lgd,loan_int_rate,loan_status,loan_percent_income,person_age,person_income,person_emp_length,cb_person_cred_hist_length,prior_default
LN031004,2021-08-01,C,MORTGAGE,HOMEIMPROVEMENT,20000.0,0.306373,0.386014,12.84,0,0.27,43,72800,7.0,12,1
LN031005,2021-05-29,B,MORTGAGE,EDUCATION,23000.0,0.186851,0.31874,11.58,0,0.32,37,72800,0.0,17,0
LN031006,2021-11-10,C,RENT,MEDICAL,10000.0,0.200506,0.404764,13.47,0,0.18,36,54996,4.0,13,0
LN031007,2023-08-04,A,MORTGAGE,DEBTCONSOLIDATION,5000.0,0.087602,0.187919,5.99,0,0.07,37,73000,4.0,15,0
LN031008,2022-10-30,B,RENT,VENTURE,10000.0,0.158456,0.277105,10.99,0,0.18,39,55000,3.0,13,0
LN031009,2024-01-30,A,MORTGAGE,VENTURE,10000.0,0.085791,0.197147,7.29,0,0.14,48,73000,14.0,12,0
LN031010,2023-12-26,A,MORTGAGE,VENTURE,10000.0,0.092146,0.207952,7.51,0,0.14,39,73000,3.0,14,0
LN031011,2022-01-05,C,RENT,EDUCATION,10000.0,0.275898,0.430097,13.79,0,0.18,42,55000,1.0,13,1
LN031012,2022-06-05,C,RENT,DEBTCONSOLIDATION,10000.0,0.190664,0.410661,13.06,0,0.18,39,56000,16.0,11,0
LN031013,2023-11-25,B,RENT,VENTURE,10000.0,0.16459,0.295237,9.99,0,0.18,41,56448,5.0,17,0
LN031014,2022-05-01,B,OWN,VENTURE,20000.0,0.172618,0.317427,12.18,0,0.27,44,73500,2.0,17,0
LN031015,2023-01-13,B,RENT,DEBTCONSOLIDATION,10000.0,0.161123,0.306061,10.99,0,0.17,37,58000,2.0,12,0
LN031016,2021-03-02,B,MORTGAGE,MEDICAL,11000.0,0.153031,0.277064,9.91,0,0.15,43,74000,5.0,15,0
LN031017,2022-08-03,A,MORTGAGE,EDUCATION,12000.0,0.08578,0.203489,7.51,0,0.16,37,74000,8.0,17,0
LN031018,2022-04-15,A,RENT,MEDICAL,10000.0,0.096636,0.201335,7.49,0,0.17,37,60000,11.0,12,0
LN031019,2022-01-25,B,RENT,PERSONAL,10000.0,0.158749,0.304591,11.71,1,0.19,46,54000,8.0,15,0
LN031020,2021-04-10,C,MORTGAGE,HOMEIMPROVEMENT,18000.0,0.209913,0.40679,13.48,0,0.24,36,74000,9.0,12,0
LN031021,2022-04-13,C,MORTGAGE,VENTURE,20000.0,0.296044,0.398623,12.68,0,0.27,46,74000,18.0,16,1
LN031022,2022-03-29,C,RENT,VENTURE,10000.0,0.192636,0.435933,13.49,0,0.17,50,60000,13.0,12,0
LN031023,2021-11-11,B,MORTGAGE,EDUCATION,1500.0,0.144815,0.301802,10.62,0,0.02,36,74000,9.0,16,0
LN031024,2021-05-06,A,RENT,HOMEIMPROVEMENT,10000.0,0.088923,0.217193,7.51,0,0.17,37,60000,7.0,11,0
LN031025,2023-12-02,C,MORTGAGE,PERSONAL,16000.0,0.211126,0.40916,12.73,0,0.22,42,74000,1.0,16,0
LN031026,2022-11-14,A,MORTGAGE,DEBTCONSOLIDATION,5300.0,0.078691,0.225748,8.38,0,0.07,42,74000,7.0,12,0
LN031027,2022-09-24,A,MORTGAGE,VENTURE,7125.0,0.074892,0.205117,6.62,0,0.1,40,74004,12.0,14,0
LN031028,2024-05-21,C,MORTGAGE,PERSONAL,18000.0,0.287686,0.431986,14.35,0,0.24,38,74237,4.0,15,1
LN031029,2021-04-06,D,RENT,HOMEIMPROVEMENT,10000.0,0.597169,0.500746,15.95,0,0.17,40,60000,3.0,14,0
LN031030,2021-10-12,C,MORTGAGE,VENTURE,9600.0,0.195057,0.415455,13.49,1,0.14,43,68400,9.0,16,0
LN031031,2024-04-13,A,MORTGAGE,VENTURE,7000.0,0.088717,0.213876,7.49,0,0.09,50,74400,5.0,14,0
LN031032,2021-08-13,C,MORTGAGE,EDUCATION,7000.0,0.273125,0.41849,13.48,1,0.1,36,68400,5.0,11,1
LN031033,2023-07-11,A,OWN,VENTURE,7500.0,0.077994,0.191943,7.05,0,0.1,37,74400,21.0,11,0
LN031034,2021-09-10,C,MORTGAGE,VENTURE,10500.0,0.196205,0.39752,12.09,0,0.14,46,74500,0.0,13,0
LN031035,2021-10-28,A,RENT,PERSONAL,10000.0,0.09436,0.20011,8.94,0,0.17,46,60350,3.0,17,0
LN031036,2023-09-13,C,RENT,PERSONAL,10000.0,0.208521,0.431146,15.96,0,0.16,44,61000,7.0,15,0
LN031037,2024-05-09,A,MORTGAGE,PERSONAL,24000.0,0.127749,0.223604,7.51,0,0.32,36,75000,9.0,13,0
LN031038,2022-02-08,C,MORTGAGE,MEDICAL,10000.0,0.189264,0.392422,14.27,0,0.13,45,75000,7.0,17,0
LN031039,2021-10-10,C,RENT,EDUCATION,4000.0,0.269058,0.421678,14.65,1,0.1,37,39000,11.0,15,1
LN031040,2024-06-11,A,MORTGAGE,VENTURE,10000.0,0.089622,0.193511,6.62,0,0.13,40,75000,1.0,17,0
LN031041,2022-12-06,A,MORTGAGE,EDUCATION,6000.0,0.073723,0.241814,8.9,0,0.08,44,75000,6.0,11,0
LN031042,2023-02-16,A,MORTGAGE,VENTURE,9100.0,0.086071,0.212559,6.03,0,0.12,38,75000,19.0,13,0
LN031043,2021-11-03,A,RENT,VENTURE,10000.0,0.098327,0.208681,8.49,0,0.16,42,62000,26.0,14,0
LN031044,2022-10-21,B,RENT,DEBTCONSOLIDATION,10000.0,0.150513,0.299536,10.39,0,0.16,45,62200,6.0,11,0
LN031045,2022-11-15,A,MORTGAGE,MEDICAL,6000.0,0.076003,0.223576,6.03,0,0.08,37,75000,4.0,11,0
LN031046,2023-04-26,B,RENT,HOMEIMPROVEMENT,10000.0,0.160602,0.302898,10.51,0,0.16,46,63000,18.0,11,0
LN031047,2024-05-25,B,MORTGAGE,MEDICAL,6000.0,0.141029,0.277131,10.99,0,0.08,39,75000,13.0,15,0
LN031048,2021-03-17,B,RENT,EDUCATION,10000.0,0.14989,0.32672,10.99,0,0.16,47,64200,1.0,14,0
LN031049,2022-10-09,A,RENT,HOMEIMPROVEMENT,10000.0,0.094011,0.222153,7.49,0,0.15,36,64583,2.0,14,0
LN031050,2024-02-29,B,MORTGAGE,HOMEIMPROVEMENT,25000.0,0.191684,0.2943,10.59,0,0.33,38,75000,8.0,16,0
LN031051,2021-09-11,D,RENT,EDUCATION,10000.0,0.584972,0.551491,15.62,1,0.17,44,59000,1.0,13,0
LN031052,2022-04-09,A,MORTGAGE,MEDICAL,10000.0,0.091223,0.198758,6.99,0,0.13,36,75000,6.0,13,0
LN031053,2022-06-11,A,RENT,DEBTCONSOLIDATION,10000.0,0.095578,0.19208,5.42,0,0.15,37,65000,2.0,14,0
LN031054,2023-07-29,C,MORTGAGE,EDUCATION,5500.0,0.266886,0.409663,12.87,0,0.07,41,75000,19.0,16,1
LN031055,2022-06-07,C,RENT,EDUCATION,10000.0,0.207172,0.42292,13.48,0,0.15,41,65000,3.0,15,0
LN031056,2024-03-19,B,MORTGAGE,EDUCATION,9600.0,0.156717,0.315017,11.99,0,0.13,42,75000,2.0,11,0
LN031057,2022-03-03,A,RENT,EDUCATION,10000.0,0.079679,0.220555,6.62,0,0.15,36,66000,3.0,12,0
LN031058,2022-06-18,D,RENT,VENTURE,10000.0,0.659349,0.551082,15.99,1,0.17,37,60000,1.0,14,1
LN031059,2024-02-07,D,RENT,EDUCATION,10000.0,0.653224,0.55476,13.24,1,0.17,43,60000,2.0,15,1
LN031060,2021-11-02,D,RENT,PERSONAL,10000.0,0.658876,0.569866,16.0,0,0.15,36,66847,3.0,14,1
LN031061,2023-10-20,C,RENT,MEDICAL,10000.0,0.191244,0.418492,13.49,0,0.15,44,67000,5.0,12,0
LN031062,2021-08-26,D,RENT,DEBTCONSOLIDATION,10000.0,0.658428,0.531394,14.11,1,0.16,44,61000,7.0,12,1
LN031063,2023-01-06,C,RENT,DEBTCONSOLIDATION,10000.0,0.282753,0.403948,11.66,0,0.15,44,67000,3.0,15,1
LN031064,2022-01-13,B,MORTGAGE,MEDICAL,10000.0,0.142026,0.275078,10.99,1,0.14,36,58650,0.0,15,0
LN031065,2022-01-24,E,RENT,HOMEIMPROVEMENT,10000.0,0.636849,0.64759,16.82,1,0.16,44,62400,4.0,15,0
LN031066,2021-12-30,C,RENT,VENTURE,10000.0,0.195918,0.404666,13.48,0,0.14,49,69000,11.0,16,0
LN031067,2022-10-13,A,RENT,HOMEIMPROVEMENT,10000.0,0.087188,0.199386,7.49,0,0.14,42,69228,3.0,13,0
LN031068,2023-05-30,D,RENT,EDUCATION,10000.0,0.663154,0.540552,15.28,1,0.16,36,64000,0.0,12,1
LN031069,2023-02-14,C,MORTGAGE,EDUCATION,7500.0,0.256139,0.377436,12.23,0,0.1,40,75000,6.0,16,1
LN031070,2022-01-22,D,RENT,MEDICAL,10000.0,0.658452,0.538637,15.33,1,0.16,38,54400,5.0,15,1
LN031071,2022-04-15,A,RENT,HOMEIMPROVEMENT,10000.0,0.095315,0.214581,7.88,0,0.14,41,70000,2.0,13,0
LN031072,2021-01-31,A,RENT,MEDICAL,10000.0,0.081616,0.191327,8.59,0,0.14,46,70000,0.0,14,0
LN031073,2022-01-22,B,RENT,VENTURE,10000.0,0.159133,0.325756,11.36,0,0.14,41,70800,25.0,12,0
LN031074,2021-03-20,A,RENT,EDUCATION,10000.0,0.080566,0.215203,7.14,0,0.14,41,71500,4.0,14,0
LN031075,2022-05-01,D,RENT,PERSONAL,10000.0,0.652865,0.56332,15.99,1,0.15,38,66000,1.0,12,1
LN031076,2021-04-15,B,RENT,PERSONAL,10000.0,0.146041,0.312473,11.49,0,0.14,36,72000,8.0,14,0
LN031077,2022-08-29,A,MORTGAGE,DEBTCONSOLIDATION,16000.0,0.107245,0.216933,7.88,0,0.21,39,75000,6.0,14,0
LN031078,2021-04-09,A,RENT,MEDICAL,10000.0,0.084869,0.234431,7.9,0,0.14,36,72500,2.0,11,0
LN031079,2021-06-19,B,MORTGAGE,DEBTCONSOLIDATION,14400.0,0.162527,0.320732,10.25,0,0.19,36,75000,2.0,15,0
LN031080,2024-06-19,B,MORTGAGE,VENTURE,20000.0,0.177168,0.334564,11.36,0,0.27,38,75000,13.0,11,0
LN031081,2023-03-06,B,RENT,HOMEIMPROVEMENT,10000.0,0.148528,0.306099,11.99,0,0.13,36,75000,5.0,12,0
LN031082,2023-03-09,B,MORTGAGE,MEDICAL,12000.0,0.163171,0.29264,11.14,1,0.17,41,58650,15.0,16,0
LN031083,2024-06-29,B,MORTGAGE,EDUCATION,15000.0,0.166658,0.291354,12.18,0,0.2,36,75000,9.0,16,0
LN031084,2021-03-10,C,RENT,VENTURE,10000.0,0.267585,0.399259,13.48,0,0.13,37,75000,3.0,15,1
LN031085,2024-05-01,A,RENT,MEDICAL,10000.0,0.086222,0.228696,9.63,1,0.14,46,62047,4.0,13,0
LN031086,2022-05-31,C,OTHER,DEBTCONSOLIDATION,12000.0,0.208017,0.452255,12.84,0,0.16,47,75000,1.0,11,0
LN031087,2021-05-19,B,RENT,HOMEIMPROVEMENT,10000.0,0.150398,0.328589,11.49,0,0.13,43,80000,5.0,12,0
LN031088,2021-07-05,C,MORTGAGE,VENTURE,17000.0,0.205761,0.404426,11.78,0,0.23,37,75000,0.0,11,0
LN031089,2021-05-21,B,MORTGAGE,EDUCATION,15000.0,0.155615,0.315456,10.99,0,0.2,45,75000,2.0,12,0
LN031090,2023-02-17,C,RENT,PERSONAL,10000.0,0.197751,0.406139,13.61,0,0.13,36,80000,0.0,14,0
LN031091,2023-05-26,D,MORTGAGE,DEBTCONSOLIDATION,13200.0,0.672012,0.525592,13.24,1,0.19,40,69000,21.0,14,1
LN031092,2023-10-10,A,MORTGAGE,DEBTCONSOLIDATION,28000.0,0.128993,0.194444,7.49,0,0.37,37,75600,3.0,15,0
LN031093,2022-12-29,A,MORTGAGE,VENTURE,14000.0,0.101338,0.195523,7.51,0,0.19,40,75600,9.0,14,0
LN031094,2022-04-13,D,MORTGAGE,HOMEIMPROVEMENT,18125.0,0.686497,0.547691,14.84,0,0.24,38,75971,10.0,12,1
LN031095,2022-09-09,A,MORTGAGE,DEBTCONSOLIDATION,3500.0,0.086889,0.2314,7.29,0,0.05,38,75996,12.0,13,0
LN031096,2022-11-13,A,MORTGAGE,DEBTCONSOLIDATION,4400.0,0.087621,0.225577,7.49,0,0.06,37,75996,2.0,17,0
LN031097,2021-04-17,C,MORTGAGE,MEDICAL,3600.0,0.190077,0.433345,12.87,0,0.05,40,75996,0.0,11,0
LN031098,2021-04-09,A,MORTGAGE,HOMEIMPROVEMENT,5000.0,0.078712,0.215877,6.03,0,0.07,39,76000,8.0,14,0
LN031099,2024-04-10,D,MORTGAGE,HOMEIMPROVEMENT,9150.0,0.652488,0.544645,16.29,0,0.12,43,76000,4.0,16,1
LN031100,2023-04-10,C,MORTGAGE,HOMEIMPROVEMENT,3600.0,0.267213,0.411277,14.79,0,0.05,44,76000,3.0,12,1
LN031101,2023-05-09,C,RENT,EDUCATION,10000.0,0.18692,0.425733,14.27,0,0.12,37,85000,3.0,14,0
LN031102,2023-04-27,A,MORTGAGE,HOMEIMPROVEMENT,4800.0,0.077804,0.176486,5.42,0,0.06,41,76000,17.0,16,0
LN031103,2022-03-25,A,MORTGAGE,PERSONAL,9000.0,0.089976,0.194892,5.99,0,0.12,38,76000,4.0,12,0
LN031104,2023-02-04,B,RENT,MEDICAL,10000.0,0.138755,0.292666,11.12,0,0.12,38,85000,9.0,12,0
LN031105,2023-12-27,A,RENT,PERSONAL,10000.0,0.075897,0.235941,9.32,0,0.12,39,85000,3.0,16,0
LN031106,2022-10-06,B,RENT,DEBTCONSOLIDATION,10000.0,0.150953,0.289456,12.53,0,0.12,38,85900,6.0,13,0
LN031107,2023-09-21,A,RENT,VENTURE,10000.0,0.079849,0.229704,8.94,0,0.11,37,90000,21.0,12,0
LN031108,2021-01-01,C,MORTGAGE,DEBTCONSOLIDATION,13000.0,0.271672,0.429651,15.96,0,0.17,46,76800,0.0,13,1
LN031109,2021-01-21,A,MORTGAGE,PERSONAL,6200.0,0.079293,0.209955,5.99,0,0.08,36,76800,18.0,17,0
LN031110,2022-01-27,D,MORTGAGE,DEBTCONSOLIDATION,15000.0,0.591479,0.532347,14.84,1,0.21,49,70872,4.0,11,0
LN031111,2021-05-20,B,RENT,DEBTCONSOLIDATION,10000.0,0.142645,0.284891,11.71,0,0.11,36,92000,5.0,16,0
LN031112,2024-02-27,B,RENT,PERSONAL,10000.0,0.148229,0.311464,10.99,0,0.11,47,93000,1.0,16,0
LN031113,2021-07-25,A,MORTGAGE,EDUCATION,12000.0,0.084934,0.217248,5.99,0,0.16,43,77000,3.0,16,0
LN031114,2022-10-30,B,MORTGAGE,EDUCATION,12000.0,0.154865,0.311417,10.99,0,0.16,40,77000,9.0,12,0
LN031115,2021-07-19,A,MORTGAGE,MEDICAL,4500.0,0.078545,0.2058,6.99,0,0.06,37,77000,4.0,12,0
LN031116,2023-12-24,A,MORTGAGE,PERSONAL,6000.0,0.079789,0.190891,6.99,0,0.08,36,77000,7.0,12,0
LN031117,2024-01-30,D,RENT,VENTURE,10000.0,0.563839,0.536614,16.49,0,0.11,41,95000,3.0,16,0
LN031118,2022-12-30,B,RENT,DEBTCONSOLIDATION,10100.0,0.160187,0.312714,11.49,0,0.2,38,50400,5.0,16,0
LN031119,2023-12-15,E,MORTGAGE,EDUCATION,10000.0,0.710299,0.633549,16.35,0,0.13,36,77000,2.0,13,1
LN031120,2021-12-09,C,MORTGAGE,VENTURE,15000.0,0.208006,0.39473,12.29,0,0.19,37,77000,2.0,15,0
LN031121,2021-08-17,C,RENT,PERSONAL,10200.0,0.224532,0.390941,13.16,0,0.24,37,42000,3.0,14,0
LN031122,2021-02-10,C,RENT,MEDICAL,10200.0,0.20933,0.423709,13.92,0,0.19,48,55000,9.0,16,0
LN031123,2022-12-21,C,RENT,EDUCATION,10200.0,0.275606,0.419953,13.06,0,0.13,37,78000,14.0,13,1
LN031124,2023-12-19,A,RENT,EDUCATION,10200.0,0.089957,0.220472,5.79,0,0.12,48,83500,7.0,14,0
LN031125,2023-03-12,A,OWN,VENTURE,3000.0,0.078081,0.182199,8.59,0,0.04,38,77250,4.0,15,0
LN031126,2021-12-31,B,MORTGAGE,HOMEIMPROVEMENT,10000.0,0.15657,0.325018,11.86,0,0.13,39,77256,16.0,11,0
LN031127,2022-05-08,A,RENT,HOMEIMPROVEMENT,10200.0,0.085196,0.226742,7.51,0,0.08,36,132000,3.0,13,0
LN031128,2021-08-10,A,RENT,DEBTCONSOLIDATION,11000.0,0.141371,0.23249,8.59,1,0.42,39,26000,11.0,12,0
LN031129,2023-12-05,B,MORTGAGE,EDUCATION,25000.0,0.19642,0.305754,10.99,0,0.32,47,77533,19.0,14,0
LN031130,2022-05-26,A,MORTGAGE,DEBTCONSOLIDATION,8000.0,0.081835,0.207447,6.03,0,0.1,49,77736,4.0,17,0
LN031131,2021-03-16,C,RENT,MEDICAL,11000.0,0.320265,0.411137,11.97,1,0.31,42,36000,0.0,16,1
LN031132,2023-12-10,B,RENT,MEDICAL,11025.0,0.160316,0.288665,10.59,0,0.18,39,60000,1.0,12,0
LN031133,2023-12-07,A,RENT,EDUCATION,11100.0,0.12079,0.193422,6.62,1,0.32,38,35000,22.0,14,0
LN031134,2022-04-06,B,MORTGAGE,EDUCATION,20000.0,0.170962,0.307346,10.99,0,0.26,42,78000,6.0,11,0
LN031135,2022-09-23,A,MORTGAGE,HOMEIMPROVEMENT,3225.0,0.077821,0.199423,5.79,0,0.04,38,78000,0.0,13,0
LN031136,2023-05-06,B,OWN,PERSONAL,3000.0,0.139944,0.310382,9.91,0,0.07,37,40000,6.0,15,0
LN031137,2023-11-23,A,MORTGAGE,EDUCATION,6250.0,0.085957,0.201692,6.76,0,0.08,38,78000,8.0,16,0
LN031138,2023-09-20,A,MORTGAGE,PERSONAL,15000.0,0.097455,0.18949,7.88,0,0.19,36,78000,7.0,16,0
LN031139,2023-09-20,B,RENT,HOMEIMPROVEMENT,11200.0,0.15073,0.28103,10.59,0,0.18,36,62200,3.0,16,0
LN031140,2024-04-12,A,MORTGAGE,VENTURE,4575.0,0.080665,0.199541,7.74,0,0.06,38,78000,19.0,14,0
LN031141,2024-06-02,A,RENT,DEBTCONSOLIDATION,11200.0,0.094228,0.214052,5.79,0,0.17,42,66000,9.0,12,0
LN031142,2022-12-14,C,MORTGAGE,EDUCATION,12000.0,0.194957,0.406491,13.57,0,0.15,39,78000,5.0,11,0
LN031143,2023-12-22,C,RENT,PERSONAL,11200.0,0.200638,0.418397,13.48,0,0.16,45,68000,13.0,17,0
LN031144,2023-01-04,B,MORTGAGE,DEBTCONSOLIDATION,12000.0,0.152579,0.274236,9.83,0,0.15,37,78000,5.0,11,0
LN031145,2023-02-19,C,MORTGAGE,MEDICAL,8000.0,0.270469,0.405551,10.78,0,0.1,42,78000,4.0,13,1
LN031146,2021-02-23,B,MORTGAGE,MEDICAL,25000.0,0.189675,0.302007,10.36,0,0.32,42,78456,5.0,16,0
LN031147,2023-05-30,C,RENT,DEBTCONSOLIDATION,11200.0,0.189125,0.428573,12.68,0,0.08,40,132000,18.0,12,0
LN031148,2022-01-28,B,RENT,HOMEIMPROVEMENT,11200.0,0.136306,0.306874,11.14,0,0.07,50,150000,0.0,11,0
LN031149,2023-07-28,C,RENT,EDUCATION,11250.0,0.233895,0.428523,14.27,0,0.28,36,40000,2.0,12,0
LN031150,2022-04-18,D,RENT,VENTURE,11300.0,0.61072,0.557866,12.17,1,0.34,45,33600,8.0,11,0
LN031151,2021-11-08,B,MORTGAGE,DEBTCONSOLIDATION,15000.0,0.160156,0.307439,11.71,0,0.19,39,78840,18.0,13,0
LN031152,2021-06-05,C,RENT,PERSONAL,11300.0,0.279828,0.437447,13.61,0,0.19,42,60000,3.0,14,1
LN031153,2022-12-28,B,MORTGAGE,HOMEIMPROVEMENT,4000.0,0.144782,0.297379,8.88,0,0.05,43,79000,3.0,12,0
LN031154,2023-03-08,A,MORTGAGE,PERSONAL,10000.0,0.086292,0.196106,6.03,0,0.13,36,79200,19.0,14,0
LN031155,2022-01-13,A,MORTGAGE,EDUCATION,16000.0,0.098756,0.20841,7.51,0,0.2,47,79500,0.0,13,0
LN031156,2022-03-18,C,RENT,EDUCATION,11500.0,0.244889,0.40432,12.98,1,0.35,41,33150,5.0,15,0
LN031157,2024-03-21,F,MORTGAGE,MEDICAL,7500.0,0.770942,0.729101,19.04,1,0.1,40,62540,5.0,12,1
LN031158,2022-10-29,C,RENT,PERSONAL,11500.0,0.223664,0.405318,13.48,0,0.29,37,39600,2.0,15,0
LN031159,2023-01-13,D,RENT,VENTURE,11500.0,0.690521,0.53181,14.09,0,0.28,39,41725,4.0,13,1
LN031160,2021-12-12,E,OWN,EDUCATION,10000.0,0.662023,0.657941,16.82,0,0.25,40,40000,2.0,16,0
LN031161,2023-07-08,C,RENT,HOMEIMPROVEMENT,11500.0,0.214807,0.387361,13.22,0,0.21,39,55600,0.0,11,0
LN031162,2021-04-19,B,OWN,VENTURE,17000.0,0.164119,0.308267,10.99,0,0.21,41,80000,24.0,16,0
LN031163,2023-04-07,A,MORTGAGE,MEDICAL,10000.0,0.077648,0.205923,6.03,0,0.13,44,80000,14.0,15,0
LN031164,2024-01-20,B,RENT,DEBTCONSOLIDATION,11500.0,0.156423,0.329606,12.21,0,0.16,37,73000,4.0,11,0
LN031165,2021-03-15,B,OWN,HOMEIMPROVEMENT,13750.0,0.194143,0.290035,8.88,0,0.34,40,40000,12.0,16,0
LN031166,2022-03-16,D,MORTGAGE,PERSONAL,10000.0,0.574652,0.562136,16.29,1,0.14,37,74000,6.0,14,0
LN031167,2023-10-06,C,RENT,PERSONAL,11525.0,0.323413,0.401382,13.57,1,0.38,43,30000,0.0,17,1
LN031168,2024-06-06,A,MORTGAGE,VENTURE,10000.0,0.085186,0.199655,6.62,0,0.13,36,80000,4.0,14,0
LN031169,2022-07-07,A,MORTGAGE,DEBTCONSOLIDATION,13000.0,0.098539,0.21273,6.62,0,0.16,37,80000,8.0,13,0
LN031170,2024-05-02,B,MORTGAGE,VENTURE,12025.0,0.162069,0.311717,10.65,0,0.15,36,80000,3.0,16,0
LN031171,2021-12-20,B,RENT,MEDICAL,11750.0,0.170676,0.299983,10.99,0,0.21,43,55000,3.0,17,0
LN031172,2023-07-07,C,MORTGAGE,MEDICAL,3000.0,0.186872,0.417263,13.48,1,0.04,42,62900,26.0,14,0
LN031173,2023-05-31,A,RENT,MEDICAL,12000.0,0.183339,0.207495,7.49,1,0.59,48,20400,4.0,12,0
LN031174,2024-02-12,B,MORTGAGE,PERSONAL,10000.0,0.152044,0.317831,11.49,0,0.13,42,80000,3.0,14,0
LN031175,2023-08-20,A,MORTGAGE,VENTURE,9800.0,0.083226,0.201761,5.99,0,0.12,43,80000,3.0,17,0
LN031176,2021-01-28,D,RENT,PERSONAL,12000.0,0.648962,0.529856,13.3,1,0.44,47,27000,2.0,12,0
LN031177,2023-09-28,B,MORTGAGE,EDUCATION,20000.0,0.16911,0.318829,10.99,0,0.25,36,80000,5.0,15,0
LN031178,2023-01-14,A,MORTGAGE,DEBTCONSOLIDATION,10000.0,0.08862,0.211114,6.99,0,0.13,43,80000,20.0,15,0
LN031179,2021-04-16,B,RENT,VENTURE,12000.0,0.206998,0.319705,12.42,1,0.4,37,30000,8.0,15,0
LN031180,2022-12-29,B,RENT,DEBTCONSOLIDATION,12000.0,0.201363,0.341919,11.11,1,0.4,44,30000,2.0,15,0
LN031181,2023-03-17,B,MORTGAGE,PERSONAL,5000.0,0.145596,0.278182,11.99,0,0.06,42,80000,8.0,17,0
LN031182,2021-12-26,B,RENT,MEDICAL,12000.0,0.207527,0.291908,11.83,1,0.4,44,30000,0.0,11,0
LN031183,2021-08-02,E,MORTGAGE,DEBTCONSOLIDATION,12000.0,0.637423,0.638043,17.99,1,0.16,49,74000,20.0,15,0
LN031184,2023-04-15,A,MORTGAGE,PERSONAL,10000.0,0.087962,0.197156,7.49,0,0.13,43,80000,3.0,16,0
LN031185,2022-03-18,A,MORTGAGE,DEBTCONSOLIDATION,5000.0,0.080127,0.230507,7.29,0,0.06,36,80000,20.0,16,0
LN031186,2021-06-14,D,MORTGAGE,HOMEIMPROVEMENT,20000.0,0.604488,0.498153,14.54,0,0.25,46,80000,13.0,13,0
LN031187,2022-01-21,A,RENT,VENTURE,12000.0,0.134455,0.217185,7.49,1,0.38,37,32000,0.0,15,0
LN031188,2024-05-23,A,MORTGAGE,HOMEIMPROVEMENT,10000.0,0.084041,0.186169,7.29,0,0.13,38,80000,7.0,16,0
LN031189,2022-04-06,C,MORTGAGE,PERSONAL,5600.0,0.187403,0.414104,13.43,0,0.07,39,80000,18.0,13,0
LN031190,2021-10-28,B,MORTGAGE,DEBTCONSOLIDATION,10000.0,0.154718,0.303851,9.99,0,0.13,37,80000,5.0,13,0
LN031191,2021-02-22,B,RENT,EDUCATION,12000.0,0.186063,0.319034,11.36,1,0.36,36,33600,3.0,13,0
LN031192,2024-01-06,B,OWN,VENTURE,15000.0,0.194253,0.301937,11.48,0,0.38,37,40000,1.0,14,0
LN031193,2022-04-13,C,MORTGAGE,HOMEIMPROVEMENT,3000.0,0.278679,0.411323,13.48,0,0.04,37,80000,0.0,15,1
LN031194,2023-10-28,A,MORTGAGE,HOMEIMPROVEMENT,10000.0,0.086976,0.173937,6.17,0,0.13,46,80000,3.0,13,0
LN031195,2022-01-11,A,MORTGAGE,EDUCATION,10000.0,0.083565,0.240362,6.54,0,0.13,47,80000,2.0,13,0
LN031196,2022-08-03,C,MORTGAGE,DEBTCONSOLIDATION,4000.0,0.271274,0.416516,12.98,0,0.05,38,80000,5.0,13,1
LN031197,2021-08-07,F,MORTGAGE,HOMEIMPROVEMENT,25000.0,0.809475,0.737782,17.8,1,0.34,36,74000,20.0,11,1
LN031198,2024-06-01,C,MORTGAGE,HOMEIMPROVEMENT,19800.0,0.286786,0.429016,13.23,0,0.25,39,80000,0.0,13,1
LN031199,2022-05-29,B,MORTGAGE,VENTURE,5000.0,0.144574,0.306428,11.86,0,0.06,46,80000,8.0,15,0
LN031200,2024-03-12,C,MORTGAGE,EDUCATION,6000.0,0.183646,0.420278,13.48,0,0.07,36,80000,9.0,11,0
LN031201,2021-09-16,A,RENT,EDUCATION,12000.0,0.126107,0.22077,7.51,1,0.33,38,36500,3.0,11,0
LN031202,2023-03-14,C,MORTGAGE,MEDICAL,5000.0,0.188947,0.393279,13.85,0,0.06,38,80000,2.0,15,0
LN031203,2021-06-15,C,MORTGAGE,DEBTCONSOLIDATION,15000.0,0.206011,0.420399,13.11,0,0.19,44,80000,3.0,16,0
LN031204,2022-07-30,D,MORTGAGE,VENTURE,25000.0,0.683955,0.572447,15.33,0,0.31,44,80000,28.0,17,1
LN031205,2022-04-14,A,RENT,VENTURE,12000.0,0.121731,0.241963,8.94,1,0.31,37,38200,0.0,14,0
LN031206,2023-12-08,A,RENT,PERSONAL,12000.0,0.123823,0.234501,7.88,1,0.31,37,38304,3.0,12,0
LN031207,2021-05-25,B,MORTGAGE,MEDICAL,20000.0,0.1658,0.335978,11.83,0,0.25,37,80000,18.0,13,0
LN031208,2021-08-17,B,MORTGAGE,EDUCATION,10250.0,0.143204,0.287026,11.48,1,0.14,36,74000,4.0,15,0
LN031209,2022-06-27,A,MORTGAGE,DEBTCONSOLIDATION,7700.0,0.074255,0.210647,9.63,0,0.1,48,80000,0.0,11,0
LN031210,2023-09-16,C,MORTGAGE,PERSONAL,10000.0,0.199034,0.390449,11.03,1,0.14,36,74000,4.0,15,0
